isin,name,asset_type,asset_subtype,region_primary,risk_bucket,classification_confidence,exposure_confidence,warnings,audit_flags,is_suitable_low_risk,is_sector_fund,sector_focus,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
BE0943877671,DPAM B - Bonds Eur Government B Cap,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Deuda Pública EUR,0.0,100.0,0.0,0.0
BE0947853660,DPAM B - Equities US Dividend Sustainable B EUR Cap,UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar US High Dividend Yield NR USD,0.0,0.0,0.0,0.0
BE6213829094,DPAM B - Real Estate Europe Dividend Sustainable B Cap,UNKNOWN,UNKNOWN,EUROPE,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Inmobiliario - Indirecto Europa,0.0,0.0,0.0,0.0
ES0111166031,Atl Capital Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0116419005,Cartera Renta Fija Horizonte 2026 FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0124880032,UBS Renta Fija 0-5 B FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0125240038,Trea Renta Fija Ahorro S FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0126542036,Amundi Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0126547035,UBS Duración 0-2 B FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0127097030,Dux Rentinver Renta Fija FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0127795005,EDM Renta R FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0133593030,"EUROBOLSA SELECCION SICAV, SA",UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,0.5,0.4,,UNKNOWN_ASSET_TYPE; MISSING_REGION_PRIMARY; LOW_CONFIDENCE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,,0.0,0.0,0.0,0.0
ES0138922002,Gesconsult Horizonte 2025 FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0138922036,Gesconsult Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0140986011,Gesconsult Oportunidad Renta Fija A FI,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,0.5,0.4,,UNKNOWN_ASSET_TYPE; MISSING_REGION_PRIMARY; LOW_CONFIDENCE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,,0.0,0.0,0.0,0.0
ES0141580037,SIH Ahorro A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0142167032,SIH Renta Fija A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0155598008,UBS Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0155598032,UBS Corto Plazo B FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0156873004,A&G Renta Fija Corto Plazo FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0160873008,March Pagarés A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0161032034,March Renta Fija Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0162295002,Cartera Renta Fija Horizonte 2027 FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0162296000,Cartera Renta Fija Horizonte 2028 FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
ES0162333035,Merchrenta FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Otros,0.0,100.0,0.0,0.0
ES0165142003,Mutuafondo Corto Plazo D FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0165142037,Mutuafondo Corto Plazo A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0165237001,Mutuafondo D FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0168662031,Trea Renta Fija FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0168673038,EDM Ahorro R FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0170138038,Santalucía Renta Fija B FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0170156030,Santalucía Renta Fija Corto Plazo Euro B FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0170865002,SIH Healthcare A FI,UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar Global Healthcare,0.0,0.0,0.0,0.0
ES0175316019,Dunas Valor Flexible R FI,UNKNOWN,UNKNOWN,EUROPE,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0175414012,Dunas Valor Equilibrado R FI,UNKNOWN,UNKNOWN,EUROPE,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0175437005,Dunas Valor Prudente R FI,UNKNOWN,UNKNOWN,EUROPE,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
ES0176954008,Renta 4 Renta Fija R FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
ES0182631004,Polar Renta Fija A FI,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0184949016,Sigma Investment House Megatrends B FI,UNKNOWN,UNKNOWN,GLOBAL,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Morningstar Global Growth,0.0,0.0,0.0,0.0
FI0008801097,Evli Corporate Bond B,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FI0008803929,Evli European High Yield B,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
FI0008804463,Evli Euro Liquidity B,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FI0008811997,Evli Nordic Corporate Bond B,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0000989915,Oddo BHF Immobilier CR-EUR,REAL_ESTATE,UNKNOWN,EUROZONE,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Property - Indirect Eurozone,0.0,0.0,0.0,0.0
FR0007008750,R-co Conviction Credit Euro C EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,MEDIUM,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0010149120,Carmignac Sécurité AW EUR Acc,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0010172767,EdR SICAV - Euro Sustainable Credit A EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0010230490,Lazard Credit Opportunities RC EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0010794792,Candriam Diversified Futures Classique,UNKNOWN,UNKNOWN,US,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Alt - Systematic Futures,0.0,0.0,0.0,0.0
FR0010829697,Amundi Enhanced Ultra Short Term Bond Select P-C,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0010839282,Echiquier Short Term Credit SRI A,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0010950055,AXA IM Euro 6M E,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0011170182,Ofi Invest Precious Metals R,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_ASSET_TYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Materias Primas - Metales Preciosos,0.0,0.0,0.0,0.0
FR0011288513,Sycomore Sélection Crédit R,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0011365212,Amundi Ultra Short Term Bond Responsible E C,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0011387299,Allianz Euro Oblig Court Terme ISR RC,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0013201001,EdR SICAV - Euro Sustainable Credit R EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0013231453,Ostrum Credit Ultra Short Plus I-C EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0013346079,Groupama Ultra Short Term NC,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
FR0013460920,EdR SICAV - Short Duration Credit A EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0013460961,EdR SICAV - Short Duration Credit B EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0014008W22,EdR SICAV - Millesima World 2028 A EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
FR001400JGB5,EdR SICAV Millesima Select 2028 A Eur,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
FR001400NTN5,Lazard High Yield 2029 EC EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
FR0050000860,Amundi Ultra Short Term Bond Responsible P C,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,SHORT,RF,RF Ultra Corto Plazo EUR,0.0,100.0,0.0,0.0
IE0032722484,BNY Mellon Euroland Bond Fund EUR C Acc,FIXED_INCOME,UNKNOWN,UNKNOWN,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
IE00B11XYW43,PIMCO GIS Emerging Markets Bond Fund E Class EUR (Hedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
IE00B11XZ103,PIMCO GIS Global Bond Fund E Class EUR (Hedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
IE00B11XZ871,PIMCO GIS US High Yield Bond Fund E Class Accumulation,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Bonos Alto Rendimiento USD,0.0,100.0,0.0,0.0
IE00B11YFH93,BNY Mellon Emerging Markets Debt Local Currency Fund EUR A Acc,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,RF,RF Global Emergente - Moneda Local,0.0,100.0,0.0,0.0
IE00B18GC888,Vanguard Global Bond Index Fund EUR Hedged Acc,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
IE00B3RW6Z61,Nomura Funds Ireland plc - US High Yield Bond Fund Class A EUR,FIXED_INCOME,UNKNOWN,UNKNOWN,MEDIUM,0.95,0.4,,UNKNOWN_SUBTYPE; MISSING_REGION_PRIMARY,False,False,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,SHORT,RF,RF Bonos Alto Rendimiento USD,0.0,100.0,0.0,0.0
IE00B4XYLM55,Jupiter Emerging Market Debt Income Fund L EUR Acc,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE; FI_WITHOUT_DURATION; FI_WITHOUT_CREDIT,False,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
IE00B53H0P79,PIMCO GIS Global Advantage Fund E Class EUR (Partially Hedged) Accumulation,FIXED_INCOME,UNKNOWN,GLOBAL,LOW,0.95,0.4,,UNKNOWN_SUBTYPE,True,False,UNKNOWN,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,RF,RF Global,0.0,100.0,0.0,0.0
