isin,name,status,exists_in_funds_v3,csv_source,csv_non_empty_fields_count,missing_only_fields_count,conflict_fields_count,already_present_fields_count,missing_only_fields,conflict_fields,protected_present_fields,reason
LU0289214628,JPMorgan Funds - Europe Equity Plus Fund D (perf) (acc) - EUR,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,201,0,0,181,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.equity_style_box | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.has_outliers | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.canada | derived.portfolio_exposure.equity_regions_total.europe_ex_euro | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.latin_america | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.style | derived.style_bias.equity.style_box_cell | derived.style_bias.equity.style_weights_total.blend | derived.style_bias.equity.weight_total | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.retrocession_source | manual.costs.ter | manual.costs.ter_source | metadata.history_source,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0293313325,Allianz Global Investors Fund - Allianz GEM Equity High Dividend AT EUR,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,215,0,0,194,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.duration_bucket | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.fixed_income_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.asia | derived.portfolio_exposure.equity_regions_total.asia_emerging | derived.portfolio_exposure.equity_regions_total.europe_emerging | derived.portfolio_exposure.equity_regions_total.europe_me_africa | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.latin_america | derived.portfolio_exposure.equity_regions_total.middle_east | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0293313671,Allianz Global Investors Fund - Allianz GEM Equity High Dividend CT EUR,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,197,0,0,176,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.duration_bucket | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.fixed_income_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.asia_emerging | derived.portfolio_exposure.equity_regions_total.developed_asia | derived.portfolio_exposure.equity_regions_total.europe_emerging | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.latin_america | derived.portfolio_exposure.equity_regions_total.middle_east | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar | ms.costs.management_fee,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0294249692,Carmignac Portfolio Grande Europe E EUR Acc,REVIEW_CONFLICT,True,data/work/fondos_absolutamente_todos_los_campos.csv,197,0,1,175,,quality.sectors_normalized_at,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.duration_bucket | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.fixed_income_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.americas | derived.portfolio_exposure.equity_regions_total.europe_ex_euro | derived.portfolio_exposure.equity_regions_total.europe_me_africa | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.technology | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.weight_total | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small | ms.equity_style.style.blend | ms.equity_style.style.growth,One or more compared scalar fields differ; manual review required before any write.
LU0300507208,Generali Investments SICAV - Euro Future Leaders EX,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,200,0,0,180,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.equity_style_box | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.has_outliers | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.europe_emerging | derived.portfolio_exposure.equity_regions_total.europe_ex_euro | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.style | derived.style_bias.equity.style_box_cell | derived.style_bias.equity.style_weights_total.blend | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0300741732,Franklin Natural Resources Fund A(acc)EUR,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,174,0,0,158,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.duration_bucket | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.fixed_income_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.has_outliers | data_quality.history_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.asia | derived.portfolio_exposure.equity_regions_total.australasia | derived.portfolio_exposure.equity_regions_total.canada | derived.portfolio_exposure.equity_regions_total.developed_asia | derived.portfolio_exposure.equity_regions_total.europe_ex_euro | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.latin_america | derived.portfolio_exposure.equity_regions_total.middle_east | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.technology | derived.primary_region | derived.ruleset_version | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small | ms.fixed_income.effective_duration | ms.fixed_income.effective_maturity | ms.holdings_stats.holdings_count_bond,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0302445910,Schroder International Selection Fund Global Climate Change Equity A Accumulation,SKIP_ALREADY_COMPLETE,True,data/work/fondos_absolutamente_todos_los_campos.csv,178,0,0,163,,,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.history_points | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.asia_emerging | derived.portfolio_exposure.equity_regions_total.europe_ex_euro | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.japan | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small | ms.equity_style.style.blend,Compared CSV values are already present or CSV has no safe missing-only enrichment.
LU0302446645,Schroder International Selection Fund Global Climate Change Equity A Accumulation,REVIEW_CONFLICT,True,data/work/fondos_absolutamente_todos_los_campos.csv,183,0,1,164,,quality.sectors_normalized_at,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.equity_style_box | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.japan | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small | ms.equity_style.style.blend | ms.equity_style.style.growth | ms.equity_style.style.value,One or more compared scalar fields differ; manual review required before any write.
LU0302446991,Schroder International Selection Fund Global Climate Change Equity B Accumulation,REVIEW_CONFLICT,True,data/work/fondos_absolutamente_todos_los_campos.csv,188,0,1,169,,quality.sectors_normalized_at,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.equity_style_box | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.version | data_quality.has_gaps | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.eurozone | derived.portfolio_exposure.equity_regions_total.japan | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_regions_total.united_kingdom | derived.portfolio_exposure.equity_regions_total.united_states | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.communication_services | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.style | derived.style_bias.equity.style_box_cell | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small | ms.equity_style.style.blend,One or more compared scalar fields differ; manual review required before any write.
LU0309468980,Nordea 1 - Latin American Equity Fund E EUR,REVIEW_CONFLICT,True,data/work/fondos_absolutamente_todos_los_campos.csv,179,0,1,157,,quality.sectors_normalized_at,classification_v2.alternative_bucket | classification_v2.asset_subtype | classification_v2.asset_type | classification_v2.classification_confidence | classification_v2.commercial_type | classification_v2.complexity_flag | classification_v2.convertibles_profile | classification_v2.duration_bucket | classification_v2.fi_credit_bucket | classification_v2.fi_duration_bucket | classification_v2.fi_type | classification_v2.fixed_income_type | classification_v2.is_index_like | classification_v2.is_sector_fund | classification_v2.is_suitable_low_risk | classification_v2.is_thematic | classification_v2.liquidity_profile | classification_v2.market_cap_bias | classification_v2.raw_name | classification_v2.region_primary | classification_v2.risk_bucket | classification_v2.sector_concentration | classification_v2.sector_focus | classification_v2.strategy_tags | classification_v2.strategy_type | classification_v2.suitability_version | classification_v2.vehicle_complexity | classification_v2.version | data_quality.has_gaps | data_quality.has_outliers | data_quality.history_ok | data_quality.std_perf_ok | derived.asset_class | derived.asset_subtype | derived.category | derived.confidence | derived.is_index_like | derived.is_sector_fund | derived.is_thematic | derived.portfolio_exposure.asset_allocation_total.bond | derived.portfolio_exposure.asset_allocation_total.cash | derived.portfolio_exposure.asset_allocation_total.equity | derived.portfolio_exposure.asset_allocation_total.other | derived.portfolio_exposure.equity_regions_total.latin_america | derived.portfolio_exposure.equity_regions_total.other | derived.portfolio_exposure.equity_sectors_total.basic_materials | derived.portfolio_exposure.equity_sectors_total.consumer_cyclical | derived.portfolio_exposure.equity_sectors_total.consumer_defensive | derived.portfolio_exposure.equity_sectors_total.energy | derived.portfolio_exposure.equity_sectors_total.financial_services | derived.portfolio_exposure.equity_sectors_total.healthcare | derived.portfolio_exposure.equity_sectors_total.industrials | derived.portfolio_exposure.equity_sectors_total.real_estate | derived.portfolio_exposure.equity_sectors_total.technology | derived.portfolio_exposure.equity_sectors_total.utilities | derived.primary_region | derived.ruleset_version | derived.source.inputs.category | derived.source.inputs.name | derived.source.method | derived.source.rationale | derived.style_bias.equity.size_bucket | derived.style_bias.equity.size_weights_total.large | derived.style_bias.equity.size_weights_total.mid | derived.style_bias.equity.size_weights_total.small | derived.style_bias.equity.weight_total | derived.subcategories | derived.top_sector | derived.top_sector_weight | manual.costs.retrocession | manual.costs.ter | manual.costs.ter_source | metadata.history_source | ms.category_morningstar | ms.costs.management_fee | ms.equity_style.market_cap.giant | ms.equity_style.market_cap.large | ms.equity_style.market_cap.micro | ms.equity_style.market_cap.mid | ms.equity_style.market_cap.small,One or more compared scalar fields differ; manual review required before any write.
