freeze_id,isin,name,target_collection,conflict_category,severity,recommended_action,exists_in_funds_v3,conflict_fields_count,conflict_fields,conflict_details,protected_present_fields_count,source_csv,freeze_decision
BDB-CSV-1,LU0563745743,Bestinver Tordesillas SICAV Iberia A,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0564184074,Ethna-AKTIV R-T,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0565135745,First Eagle Amundi International Fund Class AE-C Shares,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0565136552,First Eagle Amundi International Fund Class FE-C Shares,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0568583420,Amundi Funds - Equity Japan Target A EUR (C),funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0568620560,Amundi Funds - Cash EUR A2 EUR (C),funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,2,quality.last_repaired_at | quality.sectors_normalized_at,quality.last_repaired_at: CSV=2026-01-15 22:02:57.421000+00:00 :: FIRESTORE=2026-01-15T22:02:57.421000+00:00 || quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0570870567,CT (Lux) - Global Smaller Companies AE (EUR Accumulation Shares),funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,2,quality.last_repaired_at | quality.sectors_normalized_at,quality.last_repaired_at: CSV=2026-01-15 22:02:57.421000+00:00 :: FIRESTORE=2026-01-15T22:02:57.421000+00:00 || quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0571100824,Groupama Europe Convertible NC,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0583242994,MFS Meridian Funds - Prudent Wealth Fund A1 EUR,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,1,quality.sectors_normalized_at,quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
BDB-CSV-1,LU0592699093,Carmignac Portfolio Emerging Patrimoine E EUR Acc,funds_v3,TIMESTAMP_METADATA_ONLY,LOW_METADATA,FREEZE_NO_WRITE,True,2,quality.last_repaired_at | quality.sectors_normalized_at,quality.last_repaired_at: CSV=2026-01-15 22:02:57.421000+00:00 :: FIRESTORE=2026-01-15T22:02:57.421000+00:00 || quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.169000+00:00 :: FIRESTORE=2026-01-25T07:45:06.169000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
