freeze_id,isin,name,target_collection,conflict_category,severity,recommended_action,exists_in_funds_v3,conflict_fields_count,conflict_fields,conflict_details,protected_present_fields_count,source_csv,freeze_decision
BDB-CSV-1,LU0172157363,BlackRock Global Funds - World Mining Fund E2 (EUR),funds_v3,SUBSTANTIVE_PROTECTED_FIELD,HIGH_PROTECTED_MANUAL,MANUAL_REVIEW_REQUIRED_NO_OVERWRITE,True,2,manual.costs.retrocession | quality.sectors_normalized_at,manual.costs.retrocession: CSV=0 :: FIRESTORE=1 || quality.sectors_normalized_at: CSV=2026-01-25 07:45:06.163000+00:00 :: FIRESTORE=2026-01-25T07:45:06.163000+00:00,80,data/work/fondos_absolutamente_todos_los_campos.csv,Frozen as review-only conflict. Do not include in automatic update package.
